# BEAST v1.8.1, r6542
# Generated Wed Jan 21 11:40:54 PST 2015 [seed=1421869242079]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
188000	-245203.0613292234	-621.3764286533607	-244581.68490057002	951.6534688405502	913.7340859092928	0.06512524610599345	-244581.68490057002	-617.2903320586269
189000	-245206.98999777794	-623.1500182774631	-244583.83997950048	954.282059739525	823.6477488025215	0.06491304133045003	-244583.83997950048	-619.1709820587301
190000	-245187.4118127869	-623.3371228563175	-244564.07468993057	959.2811345970513	1016.3361428028651	0.06217420097481163	-244564.07468993057	-619.1909785742869
191000	-245173.01789985638	-626.5881624299429	-244546.42973742643	966.7003196588014	982.563375154251	0.061697029411176114	-244546.42973742643	-622.4835170792218
192000	-245164.54734828183	-628.3248615992673	-244536.22248668256	960.2395856537503	1015.66649273159	0.059683915998932406	-244536.22248668256	-624.220253988837
193000	-245159.1716481666	-628.2222350486181	-244530.94941311798	959.3149075634948	871.6881021341823	0.060065222241783615	-244530.94941311798	-624.2641276395253
194000	-245165.53459925012	-627.1198714638107	-244538.41472778632	953.8526514411612	1087.0495051433913	0.06046843186402234	-244538.41472778632	-622.9342828723115
195000	-245174.17079025586	-627.9237953734398	-244546.24699488241	955.6946396220561	954.8240658642861	0.05858544008609131	-244546.24699488241	-623.8995373501222
196000	-245163.1902059909	-628.4584978392936	-244534.7317081516	959.3831854634442	1018.547128936714	0.05953078552923313	-244534.7317081516	-624.3536270281942
197000	-245157.9154585178	-630.8981341756028	-244527.0173243422	962.4001798048353	899.8666052769745	0.05703777768017124	-244527.0173243422	-626.9599291039839
198000	-245152.569048731	-630.9829146374927	-244521.58613409352	962.1362480629091	1016.0458811420282	0.05703974996697446	-244521.58613409352	-626.9232477381235
199000	-245147.3919754247	-635.3741673305443	-244512.01780809416	974.03537642935	1066.4075449698692	0.05383964477641074	-244512.01780809416	-631.3238616779578
200000	-245143.58803079434	-637.0388586174424	-244506.5491721769	978.0075859662119	1194.9718130523504	0.05293646744213149	-244506.5491721769	-632.8916435527443
201000	-245131.0994293542	-637.2042866724314	-244493.89514268175	977.1862043250519	1169.3293237700996	0.052273897385318	-244493.89514268175	-633.0913591630153
202000	-245124.35378813327	-640.4947631124484	-244483.85902502082	989.0767626333018	1054.8579128534548	0.051247185676382284	-244483.85902502082	-636.5046963314711
203000	-245095.73896763593	-640.3164609954218	-244455.42250664052	988.376272561658	1067.8758332110847	0.05071109155357937	-244455.42250664052	-636.3246448676949
204000	-245079.398206417	-644.4202326464955	-244434.97797377052	998.6435110952432	1267.2537677127884	0.04903219954322097	-244434.97797377052	-640.2909032591607
205000	-245079.39694322034	-644.2884227368162	-244435.10852048354	995.3484395519407	1277.607889731313	0.04918347740519387	-244435.10852048354	-640.1478755014864
206000	-245074.77128148652	-647.3417661355911	-244427.42951535093	1003.7844634242388	1149.7216772862823	0.04704175237699731	-244427.42951535093	-643.3512106864497
207000	-245045.36154236176	-650.0469832456744	-244395.3145591161	1013.295191629613	1369.7803155587487	0.04409714372410867	-244395.3145591161	-645.9459378601047
208000	-245029.9527714409	-655.1376756039883	-244374.8150958369	1029.351640948036	1187.3026801364133	0.040908257486003075	-244374.8150958369	-651.25465958777
209000	-244984.9770864615	-661.4958439784594	-244323.48124248305	1049.527733333796	1556.8364231022565	0.03821314936846933	-244323.48124248305	-657.4100084694626
210000	-244943.11425801757	-664.196836120496	-244278.91742189706	1054.2898652074412	1639.8122819672694	0.03804054403230389	-244278.91742189706	-660.0636018082661
211000	-244918.05236688277	-668.7321382996033	-244249.32022858315	1054.7244058561218	1902.4617938169092	0.03693723209584567	-244249.32022858315	-664.4797695289092
212000	-244886.73212817407	-672.4053106643015	-244214.32681750978	1067.156799880002	1871.3994948671702	0.034901133772701314	-244214.32681750978	-668.2261048053598
213000	-244865.9629638627	-679.22433717325	-244186.73862668945	1087.1869954864005	1829.9041398152863	0.03158266656843249	-244186.73862668945	-675.1674651466014
214000	-244821.7269816717	-686.699423060933	-244135.02755861077	1110.4419158674798	2355.7557402037555	0.030114672582076892	-244135.02755861077	-682.4375489619706
215000	-244806.65480937765	-693.5399504850639	-244113.1148588926	1125.0442580009	2020.1564296670708	0.027669096626927188	-244113.1148588926	-689.5164593910592
216000	-244768.6223849559	-702.0253353099474	-244066.59704964596	1151.0235862160928	2757.3337695487753	0.026731155885469593	-244066.59704964596	-697.7252413504287
217000	-244742.16954976623	-709.8547935194503	-244032.31475624678	1177.921372833452	2515.8102847028244	0.024199208223516344	-244032.31475624678	-705.7458786724004
218000	-244714.21352899648	-718.3948390277919	-243995.8186899687	1207.7489820892638	2751.067075462276	0.023236800569349497	-243995.8186899687	-714.2371129105624
219000	-244662.56955629485	-734.9602151460224	-243927.60934114884	1280.5063167714225	4351.156858838872	0.02044323455206696	-243927.60934114884	-730.472121392715
220000	-244603.56800231797	-747.132018930935	-243856.43598338703	1336.4348141417156	4377.556356430736	0.018368807663056787	-243856.43598338703	-742.7448742813533
221000	-244495.05452326545	-759.6343445115518	-243735.4201787539	1369.1370639701538	4620.208478306892	0.01609428353391276	-243735.4201787539	-755.3254405333654
222000	-244456.5451903542	-764.7463452007612	-243691.79884515345	1383.7054791392472	5279.448635917342	0.015317505609768205	-243691.79884515345	-760.3535272016611
223000	-244389.17261750431	-782.84331305376	-243606.32930445054	1541.2364940012621	7531.938635110348	0.012956543390668226	-243606.32930445054	-778.2625596485553
224000	-244322.60551022147	-788.1315654470924	-243534.4739447744	1532.6532098332684	7006.541996611306	0.01245717318628606	-243534.4739447744	-783.6624245469966
225000	-244269.61865262035	-793.3764075621889	-243476.24224505815	1549.2257772039911	7569.993260659624	0.011684553055585167	-243476.24224505815	-788.8939476671652
226000	-244235.0346182135	-810.4580301099517	-243424.57658810355	1679.597091724209	8244.041495355626	0.009808758641416872	-243424.57658810355	-806.0652636880856
227000	-244178.7319323933	-824.0218244264169	-243354.71010796688	1800.919891535079	11006.998038457317	0.008918559947999815	-243354.71010796688	-819.4351586778325
228000	-244115.9028812977	-835.2783889585877	-243280.6244923391	1897.2881281606242	15061.054898221118	0.008288710742988712	-243280.6244923391	-830.4513822547966
229000	-244111.16580283598	-841.5756047951646	-243269.59019804082	1977.657562070179	15899.948507289067	0.007701697614013698	-243269.59019804082	-836.7678481505667
230000	-244052.31325092778	-845.7952313865715	-243206.5180195412	1908.82291102626	16297.221458811135	0.007756187664620839	-243206.5180195412	-840.9557458227937
231000	-244021.4070532744	-851.2842971202622	-243170.12275615413	1913.2349620788707	17768.7031893639	0.007414861692113572	-243170.12275615413	-846.4033721353145
232000	-243988.47428763536	-856.4326698517094	-243132.04161778366	1955.5195451030283	15806.577738267972	0.007373900336792497	-243132.04161778366	-851.6742969015291
233000	-243930.49768997912	-862.4854233112874	-243068.01226666782	2001.8235140999777	18488.188129808495	0.00713869476891366	-243068.01226666782	-857.6027613084215
234000	-243886.88489038622	-879.3399434806431	-243007.54494690557	2154.1549025913214	22838.336584278848	0.006304148983900793	-243007.54494690557	-874.3702949420577
235000	-243827.06037432508	-892.3014536068393	-242934.75892071825	2298.099566944833	23971.121845496044	0.005666184224613129	-242934.75892071825	-887.3900878424926
236000	-243805.5757485011	-891.1629030917785	-242914.41284540933	2210.2247323467313	31036.467918713217	0.005793568053602431	-242914.41284540933	-885.9709918482869
237000	-243773.50615358964	-907.5441022181955	-242865.96205137143	2496.289798994687	26654.56868090365	0.005022637655836336	-242865.96205137143	-902.6471864244338
238000	-243740.5877915591	-916.8673272479156	-242823.7204643112	2598.2755706061557	34188.05700417515	0.004568689913094533	-242823.7204643112	-911.8162243825266
239000	-243713.20702529053	-920.3006954745251	-242792.906329816	2447.8439961127688	41462.9699177013	0.0044613250662648325	-242792.906329816	-915.0804489147911
240000	-243663.9063357198	-938.0821465356536	-242725.82418918415	2802.70685661516	53460.4662492117	0.0038271126752841087	-242725.82418918415	-932.7610934553154
241000	-243643.76970844314	-941.2668912406289	-242702.5028172025	2882.3105250836743	48671.12667835173	0.0035054604838871905	-242702.5028172025	-936.1274833767145
242000	-243599.11593830909	-954.3143978451232	-242644.80154046396	3171.277797707515	60326.07409327858	0.0030002511930292265	-242644.80154046396	-949.1159374124877
243000	-243548.38471608577	-965.4196586516223	-242582.96505743414	3377.7482215011273	62794.78771537259	0.0022250135851296683	-242582.96505743414	-960.4800235584797
244000	-243501.47698394494	-984.2472328152267	-242517.22975112972	3911.443184905207	95367.45639177428	0.0018405021849989406	-242517.22975112972	-979.0794569619255
245000	-243445.76079095565	-989.8713500754124	-242455.88944088024	4053.0470045478787	92181.55784699584	0.0016296412804319258	-242455.88944088024	-984.8592300709643
246000	-243406.11063744425	-999.0481273124079	-242407.06251013183	4364.426721895907	100399.02330083333	0.0015350670115200744	-242407.06251013183	-994.0104007974772
247000	-243381.15769108382	-1011.7183301502146	-242369.4393609336	5002.204028703773	132412.1969164407	0.001319573657199108	-242369.4393609336	-1006.5551016917728
248000	-243356.18529487916	-1018.3059725389064	-242337.87932234025	5305.737969048582	130384.529506534	0.001206975248584528	-242337.87932234025	-1013.2473670998584
249000	-243351.78090538445	-1028.029489065123	-242323.75141631934	5918.730503589538	157326.53859258353	0.0010652335099926007	-242323.75141631934	-1022.9079715227128
250000	-243342.677782709	-1031.0617206196089	-242311.6160620894	6061.352954564463	166440.22932223903	0.0010448808035133745	-242311.6160620894	-1025.9031815424003
251000	-243339.51785986024	-1034.3909669369195	-242305.12689292332	6075.559602075677	138956.68205495874	9.823073533441423E-4	-242305.12689292332	-1029.4746557247367
252000	-243321.31963709547	-1036.264694844755	-242285.05494225072	6363.303982843446	151860.38729331075	9.556918119066868E-4	-242285.05494225072	-1031.2870530410282
253000	-243322.50301079656	-1046.3671354166781	-242276.13587537987	6889.566379125935	211996.1626169154	8.712359222244163E-4	-242276.13587537987	-1041.148409718207
254000	-243324.2019030626	-1059.1230715651247	-242265.0788314975	7677.714723325662	199928.6700522	7.420409588307277E-4	-242265.0788314975	-1054.1234617486882
255000	-243315.042971219	-1075.2802665838901	-242239.7627046351	9236.811222188224	246427.60611246258	6.067592536652777E-4	-242239.7627046351	-1070.2728215040047
256000	-243305.456731485	-1074.679790737544	-242230.77694074746	9168.836206101625	297176.7160768554	6.096511005381734E-4	-242230.77694074746	-1069.4803322238408
257000	-243311.3002863994	-1083.3714876242027	-242227.9287987752	9941.020048636534	361471.8947834505	5.607531853599241E-4	-242227.9287987752	-1078.0597777567932
258000	-243309.69029614757	-1082.4029386065993	-242227.28735754098	10285.080277853116	310280.98166267294	5.593271845857604E-4	-242227.28735754098	-1077.2464810008623
259000	-243295.9388088818	-1095.9505778087698	-242199.98823107302	11935.76189283949	388822.6957583078	4.66286078577779E-4	-242199.98823107302	-1090.7504102947134
260000	-243301.91523744812	-1096.72726647722	-242205.1879709709	12025.216388644423	385960.6374537884	4.6707857193759516E-4	-242205.1879709709	-1091.5327888756683
261000	-243306.2172216618	-1099.5794240691625	-242206.63779759262	12774.542606263094	342682.8659527487	4.5270241470364813E-4	-242206.63779759262	-1094.535138929302
262000	-243273.00997795502	-1085.9723327452741	-242187.03764520976	10641.093142368294	333157.0514809158	5.331942634749485E-4	-242187.03764520976	-1080.792588189815
263000	-243295.88940126047	-1101.3950832090604	-242194.4943180514	13163.67315214238	388849.29827504285	4.3053557866221755E-4	-242194.4943180514	-1096.2746166620902
264000	-243288.5630069269	-1104.3081440051537	-242184.25486292175	13283.399754507494	420673.4320726914	4.2493716856268504E-4	-242184.25486292175	-1099.1221011279313
265000	-243297.92984886753	-1116.5218990461635	-242181.40794982135	14835.877808835408	400969.83028014004	3.687406468002715E-4	-242181.40794982135	-1111.5256745941556
266000	-243290.39565187102	-1108.0024352325936	-242182.39321663842	13303.224259477502	349418.1656458701	4.1122295410320555E-4	-242182.39321663842	-1103.034785589436
267000	-243284.72682520753	-1103.6337657883191	-242181.09305941922	12538.572264939778	317776.5861296658	4.3393311849691704E-4	-242181.09305941922	-1098.7072820733931
268000	-243290.39779986563	-1111.5284912474156	-242178.86930861822	13500.109024602149	515543.8859403079	3.866726430820104E-4	-242178.86930861822	-1106.23344564224
269000	-243286.969444057	-1111.5605353390295	-242175.40890871797	14066.359910162984	436749.33476758085	3.8866048304514016E-4	-242175.40890871797	-1106.4262250238576
270000	-243307.09237309417	-1113.6322547043296	-242193.46011838983	15586.857130283628	506938.073770441	3.789229208483218E-4	-242193.46011838983	-1108.3742883203167
271000	-243287.3938634953	-1120.9208905225898	-242166.4729729727	16175.975197192305	516514.44081791193	3.427696376917886E-4	-242166.4729729727	-1115.7444839431073
272000	-243290.51667699887	-1129.0683942341402	-242161.44828276473	17873.13004575491	551298.0245035803	3.086078383393798E-4	-242161.44828276473	-1123.9318026315946
273000	-243299.39984148325	-1129.8353396998568	-242169.5645017834	19278.355807538705	589757.6545465026	3.103163934917414E-4	-242169.5645017834	-1124.6257908801647
274000	-243310.60133485094	-1134.1725258780623	-242176.42880897288	19788.296323110982	447869.39792970463	3.023196008874743E-4	-242176.42880897288	-1129.264294750734
275000	-243310.26124820483	-1139.7641827902212	-242170.49706541462	20857.46683036701	670268.8495655344	2.7809464856023E-4	-242170.49706541462	-1134.5362976511033
276000	-243304.59911878975	-1150.1587259245068	-242154.44039286525	22509.06810710501	729361.1853199007	2.410486063612915E-4	-242154.44039286525	-1144.9893135417617
277000	-243299.23254789924	-1158.9645353541446	-242140.2680125451	24778.286846742532	765877.184360916	2.1524943849606816E-4	-242140.2680125451	-1153.859471275282
278000	-243307.5537088021	-1159.3402955358695	-242148.21341326623	24164.232571859902	740615.479781293	2.160695668994124E-4	-242148.21341326623	-1154.2649688201045
279000	-243298.34805119166	-1158.2417889424594	-242140.1062622492	24705.015033579995	769191.5473472349	2.1573478704866767E-4	-242140.1062622492	-1153.1301543811392
280000	-243307.9122349404	-1168.8418845208016	-242139.07035041958	27864.24643430761	746735.8692848588	1.9276577037736763E-4	-242139.07035041958	-1163.8724524389415
281000	-243301.88468614378	-1168.0025307167257	-242133.88215542704	27901.888117808925	1063954.02905894	1.933806033259054E-4	-242133.88215542704	-1162.6758782475627
282000	-243285.0953838842	-1162.0723729223973	-242123.02301096183	25504.674669074124	769903.6923842176	2.0408685237120367E-4	-242123.02301096183	-1157.0153171190225
283000	-243286.63032345913	-1164.9710052896182	-242121.65931816952	25897.98724203146	962141.8410029361	1.9470268158976227E-4	-242121.65931816952	-1159.7381249997186
284000	-243301.52951220577	-1172.7883114872432	-242128.74120071853	29573.42143988696	1146676.372208786	1.8295119380732413E-4	-242128.74120071853	-1167.442224423662
285000	-243311.2110119472	-1174.9169703855564	-242136.29404156163	29107.83821836178	861352.2025337712	1.782394614571337E-4	-242136.29404156163	-1169.8830942462912
286000	-243289.82076649382	-1169.4418871482007	-242120.37887934563	27063.67015649743	948140.9369105464	1.8686207199754414E-4	-242120.37887934563	-1164.264768506545
287000	-243283.01729411562	-1163.3004799263333	-242119.71681418928	25168.056247225828	870643.7248959789	2.009361959312469E-4	-242119.71681418928	-1158.1360149291058
288000	-243294.85357046683	-1166.3219207616305	-242128.5316497052	25753.677758318292	956771.2645167331	1.9735140802485822E-4	-242128.5316497052	-1161.0811257540302
289000	-243283.99938800937	-1162.5266500516398	-242121.47273795772	24722.732322226406	781701.7316821907	2.038496161169676E-4	-242121.47273795772	-1157.4555495340217
290000	-243289.66955270356	-1166.3218870831092	-242123.34766562044	25860.658550619028	762784.1316200129	1.9495578286286537E-4	-242123.34766562044	-1161.3198945130853
291000	-243281.18408243248	-1156.1956090141537	-242124.9884734183	23211.007670314877	874381.1297158626	2.1959447048933788E-4	-242124.9884734183	-1150.9380654079464
292000	-243292.03466270727	-1162.1994239219628	-242129.8352387853	25606.09170058028	892915.8013927953	2.024793122702434E-4	-242129.8352387853	-1157.0020491921684
293000	-243294.33112001247	-1169.1667309699678	-242125.1643890425	27039.30220463083	698579.4022141398	1.9174695405321275E-4	-242125.1643890425	-1164.2692608462576
294000	-243306.93239325794	-1177.1182186608066	-242129.81417459712	31381.932894906164	1062896.645940445	1.705690888427181E-4	-242129.81417459712	-1171.9180803670274
295000	-243306.0973420071	-1189.6394662211908	-242116.4578757859	36238.17633071026	1207915.3718546857	1.4527361393228938E-4	-242116.4578757859	-1184.4719512236209
296000	-243315.20684696478	-1191.4404261017562	-242123.76642086302	37500.366270322644	1220107.6528831758	1.4110024892586407E-4	-242123.76642086302	-1186.292016383798
297000	-243327.4258197791	-1192.3242435251216	-242135.10157625398	37459.26187610375	1024586.5896301924	1.434828752722837E-4	-242135.10157625398	-1187.3337386290827
298000	-243340.51962185782	-1189.0544587510542	-242151.46516310677	35347.041582939295	1238688.730737518	1.4818739926765657E-4	-242151.46516310677	-1183.8419277221076
299000	-243341.27378416192	-1193.7609824915387	-242147.51280167038	37208.01407517868	1244024.5602484196	1.346986361733531E-4	-242147.51280167038	-1188.639590796006
300000	-243312.30909556398	-1188.4001301010674	-242123.9089654629	36369.706273574615	1127704.7367315863	1.4905770458012877E-4	-242123.9089654629	-1183.2756122304393
301000	-243340.3575503262	-1202.88961449165	-242137.46793583457	45703.47965129587	1564710.6262424064	1.2166198952144498E-4	-242137.46793583457	-1197.640666966228
302000	-243322.9285807341	-1203.3082826220211	-242119.62029811207	41912.78811239626	1466877.2209808624	1.222810389003024E-4	-242119.62029811207	-1198.1188248272454
303000	-243321.8202005972	-1197.7279383351627	-242124.09226226204	39655.79245410584	1292761.244383678	1.3024416183851046E-4	-242124.09226226204	-1192.60174704798
304000	-243317.01149578212	-1199.525719156969	-242117.48577662517	39732.02346212672	1239069.1558426623	1.2950736121348426E-4	-242117.48577662517	-1194.4476210171545
305000	-243335.51620391646	-1210.8434827297378	-242124.6727211867	46284.43674390659	1420954.8755843511	1.1117321234182898E-4	-242124.6727211867	-1205.781064179932
306000	-243316.22655312755	-1197.9341713030863	-242118.29238182446	39370.180011414115	1310418.3898800816	1.3069763746979257E-4	-242118.29238182446	-1192.7909382907872
307000	-243332.29244169217	-1191.7568775234392	-242140.53556416873	36288.376661987	1330257.2812182999	1.3975817643411114E-4	-242140.53556416873	-1186.5315915374863
308000	-243316.0895358278	-1187.302150759596	-242128.78738506822	34123.8996525163	1300362.7908136954	1.5207393977140134E-4	-242128.78738506822	-1182.0151406157704
309000	-243329.7270211823	-1193.6839703116761	-242136.04305087062	35484.140812152655	1573336.4271337667	1.4422620814409296E-4	-242136.04305087062	-1188.2593888774416
310000	-243310.4581119262	-1186.0013937948604	-242124.45671813132	33315.269981115736	1100445.1596980297	1.5084610471475032E-4	-242124.45671813132	-1180.8894188632573
311000	-243309.55873842983	-1181.9396661999936	-242127.61907222983	31967.168185897008	1089772.010377804	1.5765148291067212E-4	-242127.61907222983	-1176.7933108981272
312000	-243302.80472254797	-1182.6098572083486	-242120.1948653396	31948.600604979412	993197.7491706318	1.5780013794464482E-4	-242120.1948653396	-1177.5553534173537
313000	-243281.4804075928	-1167.0293734305703	-242114.45103416225	26248.651934769012	975530.3176986488	1.9206676194773048E-4	-242114.45103416225	-1161.7963044407693
314000	-243267.01131945505	-1168.4099210497861	-242098.60139840527	27281.733410072084	1018883.9679963187	1.9181417702873746E-4	-242098.60139840527	-1163.1346860951267
315000	-243267.29242288208	-1164.0037494291892	-242103.2886734529	25926.313892708928	828270.3338306694	1.9986330117373566E-4	-242103.2886734529	-1158.8945314782106
316000	-243262.71186574898	-1153.175346209198	-242109.53651953978	22787.99356732546	712057.6357087084	2.3350380565239067E-4	-242109.53651953978	-1148.061744255742
317000	-243255.25149697435	-1152.107294637904	-242103.14420233644	22164.534715563568	857854.6179935937	2.3060922263931988E-4	-242103.14420233644	-1146.8198906735186
318000	-243274.5857844834	-1172.799416181199	-242101.78636830222	30496.975847482237	1159492.4050347207	1.8158189277486415E-4	-242101.78636830222	-1167.4497271019077
319000	-243281.1684892949	-1186.248872318041	-242094.91961697687	34113.1524410127	1177410.630206527	1.5093153453290815E-4	-242094.91961697687	-1181.0687283516243
320000	-243282.04542052036	-1182.5348300736136	-242099.51059044673	34980.577218599356	1030284.4585223569	1.5987046893705856E-4	-242099.51059044673	-1177.4306312179658
321000	-243310.3281604942	-1189.7955699892195	-242120.53259050497	36623.40880652772	1230454.6630694312	1.4501792509988653E-4	-242120.53259050497	-1184.6113288872066
322000	-243323.388438492	-1193.7990787491858	-242129.58935974282	37662.43036721091	1146220.1134339334	1.3530052101621618E-4	-242129.58935974282	-1188.755110692286
323000	-243305.10742611717	-1189.243533179988	-242115.8638929372	34223.59892590314	1369946.3110859469	1.4971340701809164E-4	-242115.8638929372	-1183.9200387832498
324000	-243292.05897006622	-1188.2935585519097	-242103.76541151432	34849.65977041172	1199777.5236500904	1.4689390613685947E-4	-242103.76541151432	-1183.1217118100137
325000	-243307.94327644404	-1185.955355363046	-242121.987921081	34844.222335847546	1152562.4472824398	1.5282828341246012E-4	-242121.987921081	-1180.784052723962
326000	-243304.9628570033	-1183.1205811196999	-242121.8422758836	34676.20394402945	1041094.5757815887	1.542694606700746E-4	-242121.8422758836	-1178.0416076652941
327000	-243284.83283636905	-1182.690214605981	-242102.14262176308	36935.66029332066	1171015.6595881698	1.5435555757925044E-4	-242102.14262176308	-1177.493084391977
328000	-243281.5473636441	-1181.4640937506058	-242100.08326989348	32203.923635112795	1194209.8401634411	1.5750449475309964E-4	-242100.08326989348	-1176.227155009573
329000	-243292.143330285	-1179.1088388238372	-242113.03449146118	32387.06113887691	958428.7125263484	1.6636758211636176E-4	-242113.03449146118	-1174.0370992266987
330000	-243278.33528052882	-1178.5770732803358	-242099.7582072485	31320.666164106566	991207.6742039154	1.6861065170949692E-4	-242099.7582072485	-1173.4583122657252
331000	-243268.5970582234	-1160.3688758553055	-242108.22818236807	25942.361107291923	914541.2062405128	2.1142004509032154E-4	-242108.22818236807	-1155.1043617190928
332000	-243262.0538540436	-1156.3939595669024	-242105.6598944767	23626.376023722438	856257.2432753318	2.1885506449796605E-4	-242105.6598944767	-1151.1607342922632
333000	-243267.1606736346	-1160.7408413386015	-242106.41983229597	26629.45531726354	926550.8512625925	2.1077161837371682E-4	-242106.41983229597	-1155.4663525181227
334000	-243262.15772195568	-1158.634718548079	-242103.5230034076	23810.31790758841	1076420.8676602861	2.279301437673172E-4	-242103.5230034076	-1153.132037826844
335000	-243240.33685372106	-1149.5371894725788	-242090.79966424848	23294.524941102372	702554.2095428278	2.3547710823455237E-4	-242090.79966424848	-1144.4286084829382
336000	-243239.28376413605	-1147.1671030543253	-242092.11666108173	21460.88364133038	685244.4868503434	2.4462284459521837E-4	-242092.11666108173	-1142.0453650289937
337000	-243240.2603091772	-1149.959325103049	-242090.30098407413	22065.71663648562	686580.6883248566	2.385728868760095E-4	-242090.30098407413	-1144.8606817589418
338000	-243250.87910563385	-1161.5143624275856	-242089.36474320627	25730.57414439251	841149.7508292479	2.0749168689651126E-4	-242089.36474320627	-1156.3522567239102
339000	-243257.83059120493	-1165.1309468209427	-242092.69964438397	27196.55984562655	850787.0981391481	1.9863794024373163E-4	-242092.69964438397	-1160.0010564092474
340000	-243249.8409574988	-1158.1297621322635	-242091.71119536652	24518.68424763522	766094.1067939225	2.1779319647840744E-4	-242091.71119536652	-1153.0126664216907
341000	-243235.69002614124	-1155.983253467456	-242079.7067726738	24535.468410562025	941279.4332647781	2.257993307866351E-4	-242079.7067726738	-1150.6241220094448
342000	-243243.52628385767	-1152.7107222218074	-242090.81556163586	23787.25788159854	719873.4182136059	2.324909810845001E-4	-242090.81556163586	-1147.5905506790316
343000	-243219.21592562628	-1144.957347150491	-242074.2585784758	23063.85055618262	720394.2296675042	2.5364385138746623E-4	-242074.2585784758	-1139.7493727029234
344000	-243236.05101126767	-1160.4587122528897	-242075.5922990148	25587.2339589764	761678.2073082624	2.0895837349712713E-4	-242075.5922990148	-1155.3888083032416
345000	-243259.04855996964	-1172.0476406054272	-242087.00091936422	28668.33402870401	909664.7513386768	1.7982446307041294E-4	-242087.00091936422	-1166.9503385879948
346000	-243263.81647541586	-1172.3670471694652	-242091.4494282464	28866.06446239079	913576.5906199164	1.788008951371902E-4	-242091.4494282464	-1167.2711623640137
347000	-243251.29236175513	-1164.530729022154	-242086.76163273296	25614.831249898834	826544.7373332282	1.9751638410406776E-4	-242086.76163273296	-1159.4354087182958
348000	-243267.28865791752	-1171.159599748799	-242096.12905816874	28145.325681242903	904704.8855990404	1.8460606676653168E-4	-242096.12905816874	-1166.0415220446025
349000	-243276.65840453727	-1181.7172981816236	-242094.94110635566	33132.26505115203	1038875.7629515204	1.5960330396561385E-4	-242094.94110635566	-1176.6064676639908
350000	-243279.57398466844	-1183.7971271870342	-242095.7768574814	33913.400013802864	1084120.4551666267	1.5617158308288656E-4	-242095.7768574814	-1178.665402874819
351000	-243268.19003351536	-1171.9718810349677	-242096.2181524804	28494.078607480733	933105.0701437007	1.80245295882303E-4	-242096.2181524804	-1166.8467998259853
352000	-243257.08664827826	-1168.1102606128054	-242088.97638766546	27145.385722045183	838746.2379036511	1.8958771453424843E-4	-242088.97638766546	-1163.0412558979112
353000	-243274.8482872737	-1184.6545992529134	-242090.19368802078	34029.07774441193	1033576.0574379775	1.5465823901486601E-4	-242090.19368802078	-1179.5803567904334
354000	-243276.8383156171	-1178.5314649160593	-242098.30685070102	31679.698783878877	987041.1252208616	1.665342683046724E-4	-242098.30685070102	-1173.4293073856986
355000	-243271.36794981873	-1183.2993983558372	-242088.0685514629	32844.71493327993	1061061.8248426423	1.5653602816202618E-4	-242088.0685514629	-1178.1868420321682
356000	-243296.1081379866	-1195.1463785851706	-242100.96175940143	39759.35291309699	1447328.2695412543	1.3612702173630378E-4	-242100.96175940143	-1189.8630708678934
357000	-243299.38778652	-1203.4369538328058	-242095.9508326872	42983.90841441731	1336222.453059177	1.2204935530398968E-4	-242095.9508326872	-1198.342681750175
358000	-243305.6689238708	-1222.01672387013	-242083.65220000068	59334.377949402326	1654958.0245944215	9.664527452000259E-5	-242083.65220000068	-1216.9419009126518
359000	-243310.26657230582	-1222.553585425796	-242087.71298688	59986.70031754716	1795929.7212705424	9.434834682235968E-5	-242087.71298688	-1217.421068837472
360000	-243311.94241451842	-1217.7759272280723	-242094.16648729035	52653.25879072517	1685716.9296358654	1.0083952120546295E-4	-242094.16648729035	-1212.6402059229824
361000	-243316.44450615038	-1230.1694785154596	-242086.27502763493	60741.04079673782	1767593.5450617487	8.617964779771891E-5	-242086.27502763493	-1225.1434254276433
362000	-243344.7682862868	-1243.6867494506848	-242101.0815368361	70326.23464423562	2608308.639426049	7.354214683662659E-5	-242101.0815368361	-1238.430188802063
363000	-243339.92309067197	-1252.0333139298607	-242087.88977674211	77321.06842366974	2542504.552305857	6.568824344647114E-5	-242087.88977674211	-1246.9152443239354
364000	-243341.3029185001	-1251.2519916999345	-242090.05092680015	76440.64294127809	2482264.820522733	6.616641559838579E-5	-242090.05092680015	-1246.1506473054512
365000	-243330.82314069886	-1240.488444678898	-242090.33469601997	66358.33350924881	2502895.6122832694	7.620113613805917E-5	-242090.33469601997	-1235.2376199998291
366000	-243316.04023534802	-1226.664706205352	-242089.37552914268	56235.28320588088	1978448.5279742845	9.013838627554238E-5	-242089.37552914268	-1221.48104712485
367000	-243297.69016137312	-1208.2484527681836	-242089.44170860492	44955.243740901955	1399993.833532617	1.1534819883188041E-4	-242089.44170860492	-1203.164029566502
368000	-243303.89327564862	-1202.753674962869	-242101.13960068574	41949.29928616785	1532876.4427761345	1.2361365938884817E-4	-242101.13960068574	-1197.5093679127747
369000	-243315.78160408928	-1211.479184768522	-242104.30241932077	46315.117401384334	1790752.3792965675	1.1103279616280099E-4	-242104.30241932077	-1206.1867232947527
